"Age","AttendedBootcamp","BootcampFinish","BootcampLoanYesNo","BootcampName","BootcampRecommend","ChildrenNumber","CityPopulation","CodeEventConferences","CodeEventDjangoGirls","CodeEventFCC","CodeEventGameJam","CodeEventGirlDev","CodeEventHackathons","CodeEventMeetup","CodeEventNodeSchool","CodeEventNone","CodeEventOther","CodeEventRailsBridge","CodeEventRailsGirls","CodeEventStartUpWknd","CodeEventWkdBootcamps","CodeEventWomenCode","CodeEventWorkshops","CommuteTime","CountryCitizen","CountryLive","EmploymentField","EmploymentFieldOther","EmploymentStatus","EmploymentStatusOther","ExpectedEarning","FinanciallySupporting","FirstDevJob","Gender","GenderOther","HasChildren","HasDebt","HasFinancialDependents","HasHighSpdInternet","HasHomeMortgage","HasServedInMilitary","HasStudentDebt","HomeMortgageOwe","HoursLearning","ID.x","ID.y","Income","IsEthnicMinority","IsReceiveDisabilitiesBenefits","IsSoftwareDev","IsUnderEmployed","JobApplyWhen","JobInterestBackEnd","JobInterestDataEngr","JobInterestDataSci","JobInterestDevOps","JobInterestFrontEnd","JobInterestFullStack","JobInterestGameDev","JobInterestInfoSec","JobInterestMobile","JobInterestOther","JobInterestProjMngr","JobInterestQAEngr","JobInterestUX","JobPref","JobRelocateYesNo","JobRoleInterest","JobWherePref","LanguageAtHome","MaritalStatus","MoneyForLearning","MonthsProgramming","NetworkID","Part1EndTime","Part1StartTime","Part2EndTime","Part2StartTime","PodcastChangeLog","PodcastCodeNewbie","PodcastCodePen","PodcastDevTea","PodcastDotNET","PodcastGiantRobots","PodcastJSAir","PodcastJSJabber","PodcastNone","PodcastOther","PodcastProgThrowdown","PodcastRubyRogues","PodcastSEDaily","PodcastSERadio","PodcastShopTalk","PodcastTalkPython","PodcastTheWebAhead","ResourceCodecademy","ResourceCodeWars","ResourceCoursera","ResourceCSS","ResourceEdX","ResourceEgghead","ResourceFCC","ResourceHackerRank","ResourceKA","ResourceLynda","ResourceMDN","ResourceOdinProj","ResourceOther","ResourcePluralSight","ResourceSkillcrush","ResourceSO","ResourceTreehouse","ResourceUdacity","ResourceUdemy","ResourceW3S","SchoolDegree","SchoolMajor","StudentDebtOwe","YouTubeCodeCourse","YouTubeCodingTrain","YouTubeCodingTut360","YouTubeComputerphile","YouTubeDerekBanas","YouTubeDevTips","YouTubeEngineeredTruth","YouTubeFCC","YouTubeFunFunFunction","YouTubeGoogleDev","YouTubeLearnCode","YouTubeLevelUpTuts","YouTubeMIT","YouTubeMozillaHacks","YouTubeOther","YouTubeSimplilearn","YouTubeTheNewBoston"
29,0,NA,NA,NA,NA,NA,"more than 1 million",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30 to 44 minutes","United Kingdom","United Kingdom","software development and IT",NA,"Employed for wages",NA,NA,NA,1,"female",NA,NA,0,0,1,NA,0,NA,NA,10,"86dcaa2f0aafc32cb4bddefb39fe416c","c07f53a28c7538658ed6bd6fdd1e0863",65000,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"English","married or domestic partnership",20,10,"e82d1be2f4",2017-03-10 17:48:48,"2017-03-10 17:47:02","2017-03-10 17:51:17",2017-03-10 17:48:53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,"bachelor's degree","Philosophy",NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,0,NA,NA,NA,NA,NA,"between 100,000 and 1 million",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15 to 29 minutes","Hungary","Hungary","software development and IT",NA,"Employed for wages",NA,NA,1,0,"male",NA,0,0,1,1,NA,0,NA,NA,25,"4fcc996f8603a0aab3b2eb33dbf7b77c","d57cd9e4a54e90681d3ed7ae79f7868c",NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hungarian","single, never married",0,120,"2dd188f560",2017-03-10 17:49:56,"2017-03-10 17:48:08","2017-03-10 17:52:52",2017-03-10 17:49:59,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,1,1,1,"professional degree (MBA, MD, JD, etc.)","Software Engineering",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA
26,0,NA,NA,NA,NA,NA,"more than 1 million",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States of America","United States of America",NA,NA,"Military",NA,40000,NA,NA,"male",NA,NA,1,0,1,0,1,1,NA,40,"c781628ef28bf33339e9ddfda0c1b560","49b09534c6a08728a163340a12bd275b",NA,1,0,0,NA,"Within the next 6 months",NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,"work for a government",1,"Full-Stack Web Developer, Information Security","in an office with other developers","Spanish","single, never married",0,1,"591435332c",2017-03-10 17:50:09,"2017-03-10 16:44:17","2017-03-10 17:51:12",2017-03-10 17:50:12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,"some college credit, no degree",NA,44000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,0,NA,NA,NA,NA,NA,"more than 1 million",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45 to 60 minutes","United States of America","United States of America","law enforcement and fire and rescue",NA,"Employed for wages",NA,50000,NA,NA,"male",NA,NA,1,0,1,0,1,1,NA,84,"7d8753e48d3cb21261d919d57b68201f","0fd88a0bb9e1b8dbefc715d8779996b9",26000,NA,0,0,1,"Within the next 6 months",1,NA,1,NA,NA,1,1,1,NA,NA,NA,NA,NA,"work for a multinational corporation",1,"Back-End Web Developer,   Data Scientist, Information Security, Game Developer, Full-Stack Web Developer","in an office with other developers","English","single, never married",1500,36,"6a6eadc3b3",2017-03-10 17:50:56,"2017-03-10 17:46:49","2017-03-10 17:53:07",2017-03-10 17:51:01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,1,1,NA,NA,15000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,0,NA,NA,NA,NA,NA,"more than 1 million",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bangladesh","Bangladesh",NA,NA,"Not working but looking for work",NA,20000,NA,NA,"male",NA,NA,1,0,0,0,0,0,NA,10,"b9e85f3545d20c8ac912fe225761b551","60aed3f6a137acc6aa0f4f8cbbd20d84",NA,0,0,0,NA,"Within the next 6 months",1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,"work for a nonprofit",NA,"  Front-End Web Developer, Full-Stack Web Developer, Back-End Web Developer","from home","Bengali","single, never married",200,6,"476ec89cf6",2017-03-10 17:51:58,"2017-03-10 17:30:40","2017-03-10 17:55:13",2017-03-10 17:52:04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,"bachelor's degree","Mechanical Engineering",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
26,0,NA,NA,NA,NA,NA,"less than 100,000",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30 to 44 minutes","Poland","United Kingdom","arts, entertainment, sports, or media",NA,"Employed for wages",NA,NA,NA,NA,"male",NA,NA,0,0,1,NA,0,NA,NA,25,"3e20c521d0d8fed9fdfc723d115d8854","0d2e3a0cfe5a74ac79a640c4b9f92a74",NA,0,0,0,0,"Within the next 6 months",1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,"work for a medium-sized company",0,"Information Security, Full-Stack Web Developer, Back-End Web Developer","in an office with other developers","English","married or domestic partnership",20,24,"90c4825e1f",2017-03-10 17:52:32,"2017-03-10 17:49:03","2017-03-10 18:21:40",2017-03-10 17:52:36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,"high school diploma or equivalent (GED)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,0,NA,NA,NA,NA,NA,"between 100,000 and 1 million",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States of America","United States of America",NA,NA,"Not working and not looking for work",NA,NA,NA,NA,"male",NA,NA,0,0,0,NA,0,NA,NA,4,"d15ba95982469ed70f01a33f443c2de7","d75efd239b1db00eed73a8d8b58fda13",NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"start your own business",NA,NA,NA,"English","single, never married",0,6,"b9289815f3",2017-03-10 17:52:47,"2017-03-10 17:49:04","2017-03-10 17:54:20",2017-03-10 17:52:50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"some high school",NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,1,NA,1,NA,NA,NA,NA
28,0,NA,NA,NA,NA,NA,"between 100,000 and 1 million",NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,"30 to 44 minutes","United States of America","United States of America","health care",NA,"Employed for wages",NA,45000,NA,NA,"female",NA,NA,1,0,1,0,0,1,NA,5,"d5b7ad2d8073ca1790118f189be29ad7","7517db8e4b9e65b01d2b96dbf1b6a146",40000,0,0,0,1,"I'm already applying",NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,1,NA,"work for a medium-sized company",1,"Information Security,   Data Scientist,   Quality Assurance Engineer, Data Engineer","in an office with other developers","English","married or domestic partnership",200,18,"a4d2979008",2017-03-10 17:54:01,"2017-03-10 17:49:31","2017-03-10 17:56:28",2017-03-10 17:54:05,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Becoming DataSci",NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bachelor's degree","Clinical Psychology",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,0,NA,NA,NA,NA,NA,"less than 100,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Less than 15 minutes","United States of America","United States of America","software development and IT",NA,"Employed for wages",NA,40000,0,NA,"male",NA,0,0,1,1,NA,0,NA,NA,15,"e00087dffcc9e040ca456c57004b93c4","949fdf2c0e275d721aeb429755a5baf1",33000,0,0,0,1,"I haven't decided",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"work for a medium-sized company",0,"  Front-End Web Developer","no preference","English","married or domestic partnership",50,5,"6787e4f6a4",2017-03-10 17:54:17,"2017-03-10 17:50:23","2017-03-10 17:56:21",2017-03-10 17:54:21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,"high school diploma or equivalent (GED)",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,0,NA,NA,NA,NA,NA,"between 100,000 and 1 million",NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,"India","India",NA,NA,"Not working but looking for work",NA,NA,NA,NA,"male",NA,NA,0,0,0,NA,0,NA,NA,12,"c0a25672180695c78abe6438494192cf","f8ec074f35f96e465bc566025fdbe590",NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"freelance ",NA,NA,NA,"Marwari","single, never married",0,6,"62e15d41c7",2017-03-10 17:54:28,"2017-03-10 17:49:32","2017-03-10 17:56:28",2017-03-10 17:54:33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,"bachelor's degree","Information Technology",NA,NA,1,NA,NA,NA,1,NA,NA,1,1,1,NA,NA,NA,"Mindspace",NA,1
54,0,NA,NA,NA,NA,NA,"between 100,000 and 1 million",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15 to 29 minutes","United States of America","United States of America","software development and IT",NA,"Employed for wages",NA,NA,NA,NA,"female",NA,NA,1,0,1,1,0,0,140000,5,"026ce563d14b9938c5067bba3545ebca","53da57ed426502d27762f7f125e35604",50000,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"freelance ",NA,NA,NA,"English","married or domestic partnership",500,1,"2d3f529192",2017-03-10 17:55:47,"2017-03-10 17:50:44","2017-03-10 17:58:27",2017-03-10 17:55:50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"some college credit, no degree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,0,NA,NA,NA,NA,NA,"between 100,000 and 1 million",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"India","India",NA,NA,"Not working but looking for work",NA,NA,NA,NA,"male",NA,NA,0,0,1,NA,0,NA,NA,NA,"29603f1895b6d21e01dae8950db53219","adcfa27683d71e860dfa740b994dead7",NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"freelance ",NA,NA,NA,"Kannada","single, never married",0,NA,"a1d1daa806",2017-03-10 17:56:15,"2017-03-10 17:51:08","2017-03-10 18:00:38",2017-03-10 17:56:43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"bachelor's degree","Computer Science",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,0,NA,NA,NA,NA,NA,"between 100,000 and 1 million",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15 to 29 minutes","United States of America","United States of America",NA,"government","Employed for wages",NA,100000,NA,NA,"female",NA,NA,1,0,1,0,0,1,NA,5,"267ac558650bb83bfc18e90ae9bf6551","aa612cdad078de1d97f2ac37a6fe2706",78000,1,0,0,1,"I haven't decided",NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"work for a government",1,"  Product Manager,   Data Scientist, Data Engineer","in an office with other developers","English","single, never married",100,1,"20670da17b",2017-03-10 17:56:17,"2017-03-10 17:54:36","2017-03-10 17:58:00",2017-03-10 17:56:20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"master's degree (non-professional)","International Relations",115000,1,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
13,0,NA,NA,NA,NA,NA,"between 100,000 and 1 million",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States of America","United States of America",NA,NA,NA,NA,60000,1,NA,"male",NA,0,1,1,1,0,0,0,NA,10,"af1747a790d404a088860788499be893","4921ef1e5e18517173dc5354c176d8d8",NA,0,0,0,NA,"I haven't decided",1,NA,NA,1,1,NA,NA,1,NA,NA,1,NA,NA,"work for a startup",1,"  DevOps / SysAdmin, Back-End Web Developer,   Product Manager, Information Security,   Front-End Web Developer","in an office with other developers","English","single, never married",0,3,"5898aa2148",2017-03-10 17:57:14,"2017-03-10 17:53:02","2017-03-10 17:59:03",2017-03-10 17:57:17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,0,NA,NA,NA,NA,NA,"less than 100,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15 to 29 minutes","United States of America","United States of America","food and beverage",NA,"Employed for wages",NA,31200,NA,NA,"female",NA,NA,1,0,1,0,0,1,NA,15,"b77adb58d3752fa6a124a4ef1280304f","ae59275ec2f9f446ab4f2231c09c5ad5",22880,0,0,0,0,"Within the next 6 months",1,1,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,"work for a medium-sized company",1,"Data Engineer, Full-Stack Web Developer,   Mobile Developer,   User Experience Designer, Game Developer, Back-End Web Developer","no preference","English","single, never married",200,2,"0170d37a1e",2017-03-10 17:57:38,"2017-03-10 17:52:55","2017-03-10 17:59:39",2017-03-10 17:57:41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,"some college credit, no degree",NA,5000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,0,NA,NA,NA,NA,NA,"more than 1 million",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"India","India",NA,NA,"Not working but looking for work",NA,70000,NA,NA,"male",NA,NA,0,0,1,NA,0,NA,NA,12,"629506923d924098f76c7a4b12357925","d5465bcb03bcd31c45a1cbc61731b125",NA,0,0,0,NA,"Within the next 6 months",NA,1,1,NA,NA,NA,NA,1,NA,NA,1,NA,NA,"work for a multinational corporation",1,"Data Engineer,   Product Manager,   Data Scientist, Information Security","in an office with other developers","Bengali","single, never married",0,12,"9bcf904563",2017-03-10 17:58:16,"2017-03-10 17:53:21","2017-03-10 18:00:47",2017-03-10 17:58:22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,"some high school",NA,NA,NA,NA,1,1,1,1,NA,1,NA,1,1,NA,1,NA,NA,NA,1
NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Less than 15 minutes","United Kingdom","United Kingdom","education",NA,"Employed for wages",NA,NA,NA,NA,"male",NA,NA,1,0,1,0,0,1,NA,30,"889f8f9db3ff272dff73e8f92fb36f5c","8bd0ae0e59140448f3429814f8b18d7b",NA,NA,0,0,1,"Within the next 6 months",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"work for a startup",NA,"  Mobile Developer","from home",NA,"single, never married",100,48,"6e21409ed5",2017-03-10 17:58:40,"2017-03-10 17:56:05","2017-03-10 18:00:54",2017-03-10 17:58:42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,"bachelor's degree","Philosophy",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,1,NA,NA,NA,NA
27,0,NA,NA,NA,NA,NA,"between 100,000 and 1 million",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15 to 29 minutes","Mexico","United States of America","health care",NA,"Employed for wages",NA,65000,0,NA,"male",NA,0,1,1,1,0,0,1,NA,10,"2c25080fa4e8e79765fb51cbd7660814","87aa1d4d6e644edc2bfd2e71287c5988",12000,1,0,0,0,"Within the next 6 months",NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,1,"work for a multinational corporation",NA,"  Front-End Web Developer,   User Experience Designer,   Product Manager, Full-Stack Web Developer","from home","English","married or domestic partnership",200,6,"6f65066d4d",2017-03-10 17:59:44,"2017-03-10 17:57:18","2017-03-10 18:01:43",2017-03-10 17:59:48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"some college credit, no degree",NA,25000,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
33,0,NA,NA,NA,NA,NA,"between 100,000 and 1 million",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30 to 44 minutes","India","India","office and administrative support",NA,"Employed for wages",NA,NA,1,NA,"male",NA,0,0,1,1,NA,0,NA,NA,8,"de05c75f6a3d103be129f8373e270be3","23a5f06bc811c91ec495f942137a43fe",10000,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"freelance ",NA,NA,NA,"Hindi","single, never married",500,6,"524f5b57b6",2017-03-10 18:02:02,"2017-03-10 18:00:11","2017-03-10 18:05:14",2017-03-10 18:02:07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,1,NA,NA,1,1,1,"bachelor's degree","Finance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I work from home","United States of America","United States of America",NA,NA,"Self-employed freelancer",NA,NA,1,NA,"female",NA,0,1,1,1,0,0,1,NA,NA,"eca86d7867d0db196745e3267cba0815","929acbbd0b42af67626e6bf2a5c8f8be",NA,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"start your own business",NA,NA,NA,"Haitian Creole",NA,100,NA,"ef80e2587a",2017-03-10 18:02:30,"2017-03-10 17:57:37","2017-03-10 18:08:40",2017-03-10 18:02:36,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,NA,"trade, technical, or vocational training",NA,15000,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
40,0,NA,NA,NA,NA,NA,"between 100,000 and 1 million",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45 to 60 minutes","United Kingdom","United Kingdom","office and administrative support",NA,"Employed for wages",NA,NA,NA,NA,"male",NA,NA,1,0,1,0,0,0,NA,7,"8d3f638c524f103e89f12c5cf122b145","6c7f2896ae87b44594fb84177c46ce51",25000,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"freelance ",NA,NA,NA,"English","single, never married",350,10,"8b2edc6af5",2017-03-10 18:04:27,"2017-03-10 17:54:46","2017-03-10 18:10:00",2017-03-10 18:04:37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,1,NA,"bachelor's degree","Parks, Recreation and Leisure Facilities Management",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,"Simple Programmer",NA,NA
15,0,NA,NA,NA,NA,NA,"more than 1 million",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Turkey","United States of America",NA,NA,NA,"student",120000,NA,NA,"male",NA,NA,0,0,1,NA,0,NA,NA,3,"1dc5f0e9781da0ea0db68bc8f99dd3bc","610283d41ecb664298525fb27f6415fb",NA,1,0,0,NA,"I haven't decided",NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,"work for a multinational corporation",NA,"  Mobile Developer, Game Developer","from home","Turkish","single, never married",0,1,"5938805506",2017-03-10 18:04:45,"2017-03-10 18:01:29","2017-03-10 18:06:59",2017-03-10 18:04:50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no high school (secondary school)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,0,NA,NA,NA,NA,NA,"more than 1 million",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Austria","Austria",NA,NA,"Unable to work",NA,25000,NA,NA,"male",NA,NA,1,0,1,0,0,0,NA,40,"3efd26593b028b080c03936dddd85dd2","7accf5d2173b6f10c12ada3ee88148a1",NA,1,0,0,NA,"Within 7 to 12 months",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"work for a startup",1,"  Front-End Web Developer","no preference","Hungarian","separated",12000,1,"86e2a27ae0",2017-03-10 18:05:35,"2017-03-10 18:02:32","2017-03-10 18:07:29",2017-03-10 18:05:40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"some high school",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
